3.66399 -0.15417 -0.0684604 -0.15417 -0.0684604 -0.15417 -0.0684604 -0.15417 -0.0684604 0.0373578
3.86874 -0.123732 -0.0887855 -0.123732 -0.0887855 -0.123732 -0.0887855 -0.123732 -0.0887855 0.0404045
4.07444 -0.0930625 -0.101182 -0.0930625 -0.101182 -0.0930625 -0.101182 -0.0930625 -0.101182 0.0401294
4.28366 -0.0635503 -0.106519 -0.0635503 -0.106519 -0.0635503 -0.106519 -0.0635503 -0.106519 0.0391468
4.49947 -0.0360633 -0.105736 -0.0360633 -0.105736 -0.0360633 -0.105736 -0.0360633 -0.105736 0.0380659
4.7255 -0.0112973 -0.0996522 -0.0112973 -0.0996522 -0.0112973 -0.0996522 -0.0112973 -0.0996522 0.0369179
4.96667 0.0101141 -0.0890008 0.0101141 -0.0890008 0.0101141 -0.0890008 0.0101141 -0.0890008 0.0355782
5.23064 0.0275482 -0.0744672 0.0275482 -0.0744672 0.0275482 -0.0744672 0.0275482 -0.0744672 0.0338036
5.49638 0.0403343 -0.0567007 0.0403343 -0.0567007 0.0403343 -0.0567007 0.0403343 -0.0567007 0.0399634
5.76364 0.0471157 -0.0386289 0.0471157 -0.0386289 0.0471157 -0.0386289 0.0471157 -0.0386289 0.0400387
6.03764 0.0486853 -0.0217103 0.0486853 -0.0217103 0.0486853 -0.0217103 0.0486853 -0.0217103 0.038533
6.32515 0.0459919 -0.00673724 0.0459919 -0.00673724 0.0459919 -0.00673724 0.0459919 -0.00673724 0.0367828
6.63533 0.0398542 0.00570071 0.0398542 0.00570071 0.0398542 0.00570071 0.0398542 0.00570071 0.0347985
6.9762 0.0310111 0.015067 0.0310111 0.015067 0.0310111 0.015067 0.0310111 0.015067 0.0335342
7.32048 0.0203999 0.0207197 0.0203999 0.0207197 0.0203999 0.0207197 0.0203999 0.0207197 0.0397002
7.67272 0.0102785 0.0222181 0.0102785 0.0222181 0.0102785 0.0222181 0.0102785 0.0222181 0.038693
8.04558 0.00166156 0.0204617 0.00166156 0.0204617 0.00166156 0.0204617 0.00166156 0.0204617 0.0361432
8.45839 -0.00490318 0.0163186 -0.00490318 0.0163186 -0.00490318 0.0163186 -0.00490318 0.0163186 0.0330397
8.89824 -0.00898208 0.0105611 -0.00898208 0.0105611 -0.00898208 0.0105611 -0.00898208 0.0105611 0.0356739
9.35081 -0.010135 0.00459987 -0.010135 0.00459987 -0.010135 0.00459987 -0.010135 0.00459987 0.0382561
9.83671 -0.0088757 -0.000236402 -0.0088757 -0.000236402 -0.0088757 -0.000236402 -0.0088757 -0.000236402 0.035134
10.3981 -0.00607119 -0.00341744 -0.00607119 -0.00341744 -0.00607119 -0.00341744 -0.00607119 -0.00341744 0.030342
10.9763 -0.00250876 -0.00463121 -0.00250876 -0.00463121 -0.00250876 -0.00463121 -0.00250876 -0.00463121 0.0381797
11.5994 0.000323618 -0.00393601 0.000323618 -0.00393601 0.000323618 -0.00393601 0.000323618 -0.00393601 0.03487
12.3257 0.00187859 -0.00220544 0.00187859 -0.00220544 0.00187859 -0.00220544 0.00187859 -0.00220544 0.0298048
13.0878 0.0020034 -0.000278979 0.0020034 -0.000278979 0.0020034 -0.000278979 0.0020034 -0.000278979 0.0367918
